sim_number	index_location_0,index_location_1,index_location_2,index_location_3,index_location_4,index_location_5,index_location_6,index_location_7,index_location_8,index_location_9	R_0_0,R_0_1,R_0_2,R_0_3,R_0_4,R_0_5,R_0_6,R_0_7,R_0_8,R_0_9	S_0_0,S_0_1,S_0_2,S_0_3,S_0_4,S_0_5,S_0_6,S_0_7,S_0_8,S_0_9	beta_0,beta_1,beta_2,beta_3,beta_4,beta_5,beta_6,beta_7,beta_8,beta_9 	mu	sampling_rate_0,sampling_rate_1,sampling_rate_2,sampling_rate_3,sampling_rate_4,sampling_rate_5,sampling_rate_6,sampling_rate_7,sampling_rate_8,sampling_rate_9	max_tips	mean_migration_rate	 tree_length	num_tips	mean_branch_length	loc0_imports_per_capita_from_0,loc0_imports_per_capita_from_1,loc0_imports_per_capita_from_2,loc0_imports_per_capita_from_3,loc0_imports_per_capita_from_4,loc0_imports_per_capita_from_5,loc0_imports_per_capita_from_6,loc0_imports_per_capita_from_7,loc0_imports_per_capita_from_8,loc0_imports_per_capita_from_9:loc1_imports_per_capita_from_0,loc1_imports_per_capita_from_1,loc1_imports_per_capita_from_2,loc1_imports_per_capita_from_3,loc1_imports_per_capita_from_4,loc1_imports_per_capita_from_5,loc1_imports_per_capita_from_6,loc1_imports_per_capita_from_7,loc1_imports_per_capita_from_8,loc1_imports_per_capita_from_9:loc2_imports_per_capita_from_0,loc2_imports_per_capita_from_1,loc2_imports_per_capita_from_2,loc2_imports_per_capita_from_3,loc2_imports_per_capita_from_4,loc2_imports_per_capita_from_5,loc2_imports_per_capita_from_6,loc2_imports_per_capita_from_7,loc2_imports_per_capita_from_8,loc2_imports_per_capita_from_9:loc3_imports_per_capita_from_0,loc3_imports_per_capita_from_1,loc3_imports_per_capita_from_2,loc3_imports_per_capita_from_3,loc3_imports_per_capita_from_4,loc3_imports_per_capita_from_5,loc3_imports_per_capita_from_6,loc3_imports_per_capita_from_7,loc3_imports_per_capita_from_8,loc3_imports_per_capita_from_9:loc4_imports_per_capita_from_0,loc4_imports_per_capita_from_1,loc4_imports_per_capita_from_2,loc4_imports_per_capita_from_3,loc4_imports_per_capita_from_4,loc4_imports_per_capita_from_5,loc4_imports_per_capita_from_6,loc4_imports_per_capita_from_7,loc4_imports_per_capita_from_8,loc4_imports_per_capita_from_9:loc5_imports_per_capita_from_0,loc5_imports_per_capita_from_1,loc5_imports_per_capita_from_2,loc5_imports_per_capita_from_3,loc5_imports_per_capita_from_4,loc5_imports_per_capita_from_5,loc5_imports_per_capita_from_6,loc5_imports_per_capita_from_7,loc5_imports_per_capita_from_8,loc5_imports_per_capita_from_9:loc6_imports_per_capita_from_0,loc6_imports_per_capita_from_1,loc6_imports_per_capita_from_2,loc6_imports_per_capita_from_3,loc6_imports_per_capita_from_4,loc6_imports_per_capita_from_5,loc6_imports_per_capita_from_6,loc6_imports_per_capita_from_7,loc6_imports_per_capita_from_8,loc6_imports_per_capita_from_9:loc7_imports_per_capita_from_0,loc7_imports_per_capita_from_1,loc7_imports_per_capita_from_2,loc7_imports_per_capita_from_3,loc7_imports_per_capita_from_4,loc7_imports_per_capita_from_5,loc7_imports_per_capita_from_6,loc7_imports_per_capita_from_7,loc7_imports_per_capita_from_8,loc7_imports_per_capita_from_9:loc8_imports_per_capita_from_0,loc8_imports_per_capita_from_1,loc8_imports_per_capita_from_2,loc8_imports_per_capita_from_3,loc8_imports_per_capita_from_4,loc8_imports_per_capita_from_5,loc8_imports_per_capita_from_6,loc8_imports_per_capita_from_7,loc8_imports_per_capita_from_8,loc8_imports_per_capita_from_9:loc9_imports_per_capita_from_0,loc9_imports_per_capita_from_1,loc9_imports_per_capita_from_2,loc9_imports_per_capita_from_3,loc9_imports_per_capita_from_4,loc9_imports_per_capita_from_5,loc9_imports_per_capita_from_6,loc9_imports_per_capita_from_7,loc9_imports_per_capita_from_8,loc9_imports_per_capita_from_9	 infections_per_capita_0,infections_per_capita_1,infections_per_capita_2,infections_per_capita_3,infections_per_capita_4,infections_per_capita_5,infections_per_capita_6,infections_per_capita_7,infections_per_capita_8,infections_per_capita_9	time_of_first_import_0,time_of_first_import_1,time_of_first_import_2,time_of_first_import_3,time_of_first_import_4,time_of_first_import_5,time_of_first_import_6,time_of_first_import_7,time_of_first_import_8,time_of_first_import_9	proportion_tips_sampled 	time_of_mass_sample	runtime	num_I_at_mass_sample_time	num_extant_sampled
sim242	0,0,0,1,0	4.05980,4.05980,4.05980,4.05980,4.05980,4.05980,4.05980,4.05980,4.05980,4.05980	1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000	0.000000097475,0.000000097475,0.000000097475,0.000000097475,0.000000097475,0.000000097475,0.000000097475,0.000000097475,0.000000097475,0.000000097475	.02286	.00115,.00115,.00115,.00115,.00115,.00115,.00115,.00115,.00115,.00115	499	.00045	100.00000994	30	19.82141048	0,0,0,1e-05,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0:0,0,0,1e-05,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0:0,0,0,1e-05,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0	3e-05,1e-06,1.4e-05,0.001096,1.7e-05,0,9e-06,2e-06,9e-06,4e-06	44.20011042,81.68445405,77.45436794,0,76.92848028,82.31572054,86.91075495,70.94717951,78.70610452,85.05193874	1	100	100	882	10
sim245	0,1,0,0,0	2.78060,2.78060,2.78060,2.78060,2.78060,2.78060,2.78060,2.78060,2.78060,2.78060	1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000	0.000000126878,0.000000126878,0.000000126878,0.000000126878,0.000000126878,0.000000126878,0.000000126878,0.000000126878,0.000000126878,0.000000126878	.04196	.00367,.00367,.00367,.00367,.00367,.00367,.00367,.00367,.00367,.00367	499	.00328	100.00000989	372	13.58473208	0,1e-05,3e-05,2e-05,1e-05,2e-05,4e-05,3e-05,3e-05,3e-05:4e-05,0,2e-05,2e-05,2e-05,3e-05,4e-05,2e-05,3e-05,4e-05:5e-05,2e-05,0,3e-05,1e-05,2e-05,5e-05,2e-05,4e-05,3e-05:4e-05,1e-05,2e-05,0,2e-05,2e-05,6e-05,1e-05,3e-05,3e-05:4e-05,2e-05,2e-05,2e-05,0,2e-05,5e-05,1e-05,2e-05,2e-05:4e-05,1e-05,3e-05,3e-05,2e-05,0,5e-05,2e-05,3e-05,3e-05:5e-05,2e-05,3e-05,2e-05,2e-05,3e-05,0,2e-05,4e-05,4e-05:4e-05,1e-05,3e-05,2e-05,2e-05,2e-05,5e-05,0,4e-05,4e-05:5e-05,2e-05,3e-05,2e-05,2e-05,2e-05,5e-05,2e-05,0,2e-05:5e-05,1e-05,3e-05,2e-05,1e-05,3e-05,5e-05,2e-05,3e-05,0	0.001783,0.000629,0.001103,0.00082,0.000707,0.000842,0.00186,0.000704,0.001205,0.001234	24.68285847,40.61351231,41.9695357,14.11160507,14.60047706,23.17077849,29.43840366,0,39.23697024,22.9685097	1	100	100	6953	60
sim252	0,0,1,0,0	2.22242,2.22242,2.22242,2.22242,2.22242,2.22242,2.22242,2.22242,2.22242,2.22242	1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000	0.000000082029,0.000000082029,0.000000082029,0.000000082029,0.000000082029,0.000000082029,0.000000082029,0.000000082029,0.000000082029,0.000000082029	.03323	.00368,.00368,.00368,.00368,.00368,.00368,.00368,.00368,.00368,.00368	499	.00113	100.00000468	33	20.06184267	0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0	8.8e-05,5e-06,0.000185,1e-06,1.9e-05,0.000291,1.4e-05,3.2e-05,5e-06,1.7e-05	40.1708359,55.81947475,0,65.93072379,57.86568337,18.21356471,56.96599405,18.61842656,6.48667149,65.80578473	1	100	100	379	3
sim253	0,0,0,1,0	4.08140,4.08140,4.08140,4.08140,4.08140,4.08140,4.08140,4.08140,4.08140,4.08140	1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000	0.000000084444,0.000000084444,0.000000084444,0.000000084444,0.000000084444,0.000000084444,0.000000084444,0.000000084444,0.000000084444,0.000000084444	.01689	.00380,.00380,.00380,.00380,.00380,.00380,.00380,.00380,.00380,.00380	499	.00482	100.00000991	64	19.14534761	0,0,0,1e-05,0,1e-05,0,0,1e-05,1e-05:0,0,1e-05,0,0,1e-05,1e-05,1e-05,1e-05,2e-05:0,1e-05,0,1e-05,0,0,1e-05,1e-05,1e-05,1e-05:0,1e-05,0,0,1e-05,1e-05,1e-05,0,0,1e-05:0,1e-05,1e-05,1e-05,0,1e-05,0,1e-05,1e-05,1e-05:1e-05,1e-05,0,1e-05,0,0,1e-05,0,0,2e-05:1e-05,1e-05,0,0,1e-05,0,0,1e-05,1e-05,1e-05:0,1e-05,1e-05,1e-05,0,0,0,0,1e-05,1e-05:0,1e-05,0,1e-05,0,1e-05,1e-05,1e-05,0,2e-05:0,1e-05,0,1e-05,1e-05,0,1e-05,1e-05,0,0	8.5e-05,0.000141,9e-05,0.000142,8.7e-05,8.6e-05,8.9e-05,9.7e-05,0.000161,0.000213	26.80389543,18.68000675,44.93678506,24.16756262,28.64013924,51.41085908,32.62803867,7.20783995,0,3.18548938	1	100	100	905	7
sim258	0,1,0,0,0	6.81284,6.81284,6.81284,6.81284,6.81284,6.81284,6.81284,6.81284,6.81284,6.81284	1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000	0.000000120451,0.000000120451,0.000000120451,0.000000120451,0.000000120451,0.000000120451,0.000000120451,0.000000120451,0.000000120451,0.000000120451	.01420	.00348,.00348,.00348,.00348,.00348,.00348,.00348,.00348,.00348,.00348	499	.00432	100.00000996	499	16.24953097	0,8e-05,1e-04,8e-05,1e-04,9e-05,0.00014,0.00012,8e-05,0.00011:0.00018,0,9e-05,8e-05,9e-05,0.00011,0.00015,0.00012,7e-05,0.00011:0.00018,8e-05,0,8e-05,9e-05,9e-05,0.00015,1e-04,9e-05,0.00012:2e-04,9e-05,9e-05,0,0.00012,8e-05,0.00016,1e-04,8e-05,0.00011:0.00018,1e-04,9e-05,7e-05,0,1e-04,0.00016,0.00011,9e-05,1e-04:0.00016,1e-04,9e-05,7e-05,8e-05,0,0.00015,9e-05,8e-05,0.00011:0.00019,1e-04,9e-05,8e-05,0.00011,1e-04,0,1e-04,1e-04,0.00012:0.00019,1e-04,1e-04,8e-05,0.00011,1e-04,0.00016,0,8e-05,0.00014:0.00019,1e-04,8e-05,9e-05,1e-04,8e-05,0.00016,1e-04,0,0.00012:0.00018,9e-05,1e-04,8e-05,0.00011,8e-05,0.00016,0.00011,8e-05,0	0.005349,0.002624,0.002463,0.00243,0.002888,0.002481,0.004289,0.002924,0.002197,0.003281	21.47954921,47.25671519,36.73669388,50.90724806,37.60538103,16.12856884,0,24.43952868,37.42772076,25.61139665	0.428326	100	100	26384	117
sim260	0,0,0,1,0	2.55662,2.55662,2.55662,2.55662,2.55662,2.55662,2.55662,2.55662,2.55662,2.55662	1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000	0.000000086592,0.000000086592,0.000000086592,0.000000086592,0.000000086592,0.000000086592,0.000000086592,0.000000086592,0.000000086592,0.000000086592	.03059	.00328,.00328,.00328,.00328,.00328,.00328,.00328,.00328,.00328,.00328	499	.00349	100.00000787	45	19.59836456	0,0,0,1e-05,0,0,0,0,0,0:0,0,0,1e-05,0,0,0,0,0,1e-05:0,1e-05,0,1e-05,1e-05,0,1e-05,0,0,0:0,1e-05,1e-05,0,0,0,0,0,0,0:0,0,0,1e-05,0,0,0,1e-05,0,1e-05:0,0,1e-05,1e-05,0,0,0,1e-05,0,0:0,1e-05,0,1e-05,0,1e-05,0,0,0,0:0,0,0,1e-05,0,0,1e-05,0,0,0:0,0,0,1e-05,0,0,0,0,0,0:0,1e-05,0,1e-05,0,0,0,0,0,0	3e-05,0.000196,8.3e-05,0.000182,7.7e-05,5.3e-05,7.8e-05,0.000117,3.1e-05,0.000121	18.23116916,36.91522137,60.37174459,0,57.52327884,44.53194745,21.29312916,34.12036605,57.42053887,24.84608718	1	100	100	586	8
sim261	0,1,0,0,0	4.26746,4.26746,4.26746,4.26746,4.26746,4.26746,4.26746,4.26746,4.26746,4.26746	1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000	0.000000142021,0.000000142021,0.000000142021,0.000000142021,0.000000142021,0.000000142021,0.000000142021,0.000000142021,0.000000142021,0.000000142021	.03068	.00260,.00260,.00260,.00260,.00260,.00260,.00260,.00260,.00260,.00260	499	.00166	100.00000986	499	16.01308259	0,3e-05,6e-05,3e-05,4e-05,3e-05,2e-05,0.00012,2e-05,1e-04:2e-05,0,6e-05,3e-05,3e-05,3e-05,3e-05,0.00013,2e-05,0.00011:4e-05,3e-05,0,2e-05,3e-05,2e-05,3e-05,1e-04,2e-05,0.00013:2e-05,2e-05,6e-05,0,2e-05,2e-05,2e-05,0.00013,2e-05,0.00011:4e-05,2e-05,6e-05,2e-05,0,2e-05,3e-05,0.00011,1e-05,0.00011:3e-05,2e-05,7e-05,2e-05,4e-05,0,2e-05,0.00013,3e-05,1e-04:3e-05,2e-05,5e-05,3e-05,3e-05,2e-05,0,0.00011,3e-05,1e-04:3e-05,2e-05,7e-05,2e-05,3e-05,2e-05,2e-05,0,3e-05,1e-04:3e-05,2e-05,6e-05,2e-05,3e-05,3e-05,2e-05,0.00012,0,9e-05:3e-05,2e-05,6e-05,2e-05,3e-05,3e-05,2e-05,0.00012,2e-05,0	0.002685,0.002015,0.004798,0.002001,0.00276,0.002015,0.001884,0.010766,0.001985,0.008637	35.21446837,52.62377916,19.91931992,50.09949022,47.97892206,42.48334711,25.33390747,0,38.16969331,7.66211775	0.473884	100	100	30208	155
sim271	0,0,0,1,0	4.25372,4.25372,4.25372,4.25372,4.25372,4.25372,4.25372,4.25372,4.25372,4.25372	1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000	0.000000098558,0.000000098558,0.000000098558,0.000000098558,0.000000098558,0.000000098558,0.000000098558,0.000000098558,0.000000098558,0.000000098558	.02220	.00097,.00097,.00097,.00097,.00097,.00097,.00097,.00097,.00097,.00097	499	.00113	100.00000988	44	20.74730299	0,0,1e-05,1e-05,0,0,0,0,0,0:0,0,1e-05,1e-05,0,0,0,0,0,0:0,0,0,1e-05,0,0,0,0,0,0:0,0,1e-05,0,0,0,0,0,0,0:0,0,1e-05,1e-05,0,0,0,0,0,0:0,0,2e-05,1e-05,0,0,0,0,0,0:0,0,1e-05,1e-05,0,0,0,0,0,0:0,0,1e-05,1e-05,0,0,0,0,0,0:0,0,1e-05,1e-05,0,0,0,0,0,0:0,0,2e-05,0,0,1e-05,0,0,0,0	6.5e-05,0.000132,0.001072,0.000698,8.7e-05,0.00029,7.3e-05,0.000238,4.6e-05,6.8e-05	71.10117534,46.80489203,10.55192759,0,16.2342324,27.73818861,68.51055539,49.09888864,69.36057495,46.71788153	1	100	100	2103	19
sim272	1,0,0,0,0	3.76940,3.76940,3.76940,3.76940,3.76940,3.76940,3.76940,3.76940,3.76940,3.76940	1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000	0.000000098381,0.000000098381,0.000000098381,0.000000098381,0.000000098381,0.000000098381,0.000000098381,0.000000098381,0.000000098381,0.000000098381	.02134	.00476,.00476,.00476,.00476,.00476,.00476,.00476,.00476,.00476,.00476	499	.00326	100.00000955	103	15.14375664	0,1e-05,0,0,1e-05,0,0,0,0,1e-05:1e-05,0,0,1e-05,0,0,0,0,0,0:1e-05,1e-05,0,1e-05,0,0,0,1e-05,0,1e-05:1e-05,2e-05,0,0,1e-05,0,0,0,0,1e-05:1e-05,1e-05,0,0,0,1e-05,0,0,0,1e-05:1e-05,1e-05,1e-05,0,0,0,0,0,0,1e-05:1e-05,1e-05,0,0,0,0,0,0,0,1e-05:0,1e-05,0,0,0,0,0,0,0,1e-05:1e-05,1e-05,0,0,0,0,0,0,0,1e-05:1e-05,1e-05,0,0,1e-05,0,0,0,0,0	0.000233,0.000441,0.000145,8.3e-05,0.000149,0.000122,6.2e-05,8.9e-05,6.5e-05,0.000254	0,20.07828578,45.75610415,7.75070858,69.01659746,25.72653959,37.10455908,28.73506662,21.36301769,8.30914151	1	100	100	1168	11
sim279	1,0,0,0,0	5.50616,5.50616,5.50616,5.50616,5.50616,5.50616,5.50616,5.50616,5.50616,5.50616	1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000	0.000000134240,0.000000134240,0.000000134240,0.000000134240,0.000000134240,0.000000134240,0.000000134240,0.000000134240,0.000000134240,0.000000134240	.01980	.00458,.00458,.00458,.00458,.00458,.00458,.00458,.00458,.00458,.00458	499	.00400	100.00000998	499	15.71124654	0,0.00013,0.00012,0.00012,1e-04,1e-04,0.00012,0.00015,0.00012,0.00011:0.00016,0,0.00012,0.00013,1e-04,9e-05,0.00014,0.00019,0.00012,0.00011:0.00015,0.00017,0,0.00013,0.00013,1e-04,0.00013,0.00016,0.00013,7e-05:0.00018,0.00014,0.00012,0,9e-05,9e-05,0.00013,0.00015,0.00012,8e-05:0.00015,0.00016,0.00012,0.00012,0,0.00011,1e-04,0.00016,0.00011,8e-05:0.00017,0.00015,0.00013,0.00013,9e-05,0,0.00013,0.00017,0.00014,8e-05:0.00014,0.00014,0.00015,0.00013,1e-04,1e-04,0,0.00016,0.00013,7e-05:0.00016,0.00014,0.00015,0.00012,0.00011,1e-04,0.00014,0,0.00013,1e-04:0.00013,0.00015,0.00014,0.00014,0.00011,0.00011,0.00014,0.00018,0,8e-05:0.00016,0.00016,0.00012,0.00012,0.00012,0.00011,0.00011,0.00014,0.00014,0	0.005376,0.004803,0.004407,0.004025,0.003526,0.003578,0.003968,0.005621,0.004352,0.002754	19.28400105,31.57939529,37.21756919,27.99740341,41.81054862,29.5284251,33.27060771,0,19.05185367,45.75465875	0.274931	100	100	34674	80
sim282	0,0,0,1,0	3.84410,3.84410,3.84410,3.84410,3.84410,3.84410,3.84410,3.84410,3.84410,3.84410	1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000	0.000000105443,0.000000105443,0.000000105443,0.000000105443,0.000000105443,0.000000105443,0.000000105443,0.000000105443,0.000000105443,0.000000105443	.02399	.00344,.00344,.00344,.00344,.00344,.00344,.00344,.00344,.00344,.00344	499	.00435	100.00000956	38	16.81653523	0,0,0,0,0,0,0,0,0,1e-05:1e-05,0,0,0,0,0,0,0,0,1e-05:1e-05,1e-05,0,0,0,0,0,0,0,1e-05:1e-05,1e-05,0,0,0,1e-05,0,0,0,1e-05:1e-05,0,0,0,0,0,0,0,0,1e-05:1e-05,0,0,0,0,0,0,0,0,1e-05:0,0,0,1e-05,0,0,0,0,0,1e-05:1e-05,0,0,0,0,0,0,0,0,1e-05:1e-05,0,0,0,0,0,0,0,0,1e-05:1e-05,0,0,0,0,0,1e-05,0,0,0	0.000244,9.9e-05,1e-04,4.7e-05,5e-05,9.3e-05,5.2e-05,4.7e-05,4.6e-05,0.00023	39.59368924,45.0951841,41.78614422,62.85100803,54.0131294,60.01540175,0,57.20128007,37.5997752,20.14240579	1	100	100	736	8
sim286	0,1,0,0,0	2.98916,2.98916,2.98916,2.98916,2.98916,2.98916,2.98916,2.98916,2.98916,2.98916	1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000	0.000000152895,0.000000152895,0.000000152895,0.000000152895,0.000000152895,0.000000152895,0.000000152895,0.000000152895,0.000000152895,0.000000152895	.04963	.00152,.00152,.00152,.00152,.00152,.00152,.00152,.00152,.00152,.00152	499	.00452	100.00000992	499	17.76679432	0,0.00017,0.00017,0.00017,0.00014,0.00012,0.00013,2e-04,0.00018,0.00016:0.00016,0,0.00017,0.00014,0.00016,0.00015,0.00014,0.00017,2e-04,0.00016:0.00017,2e-04,0,0.00017,0.00017,0.00016,0.00013,0.00018,2e-04,0.00015:0.00015,0.00017,2e-04,0,0.00016,0.00015,0.00017,0.00018,0.00017,0.00015:0.00016,2e-04,0.00016,0.00016,0,0.00014,0.00016,0.00019,2e-04,0.00015:0.00017,0.00019,0.00016,0.00015,0.00015,0,0.00012,0.00016,0.00018,0.00017:0.00017,0.00018,0.00018,0.00015,0.00018,0.00014,0,0.00018,0.00018,0.00014:0.00016,0.00017,0.00015,0.00017,0.00019,0.00016,0.00016,0,0.00017,0.00015:0.00017,2e-04,0.00021,0.00015,0.00016,0.00016,0.00015,0.00018,0,0.00016:0.00014,0.00016,0.00019,0.00018,0.00018,0.00014,0.00015,0.00018,0.00019,0	0.005471,0.006242,0.006057,0.00546,0.005797,0.005091,0.004868,0.006061,0.006272,0.005095	17.51193705,0,1.27686035,11.73186834,38.28059505,22.7053119,31.29032222,35.24402692,12.17681712,32.97230885	0.517635	100	100	37584	194
sim287	0,1,0,0,0	2.46854,2.46854,2.46854,2.46854,2.46854,2.46854,2.46854,2.46854,2.46854,2.46854	1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000	0.000000093952,0.000000093952,0.000000093952,0.000000093952,0.000000093952,0.000000093952,0.000000093952,0.000000093952,0.000000093952,0.000000093952	.03409	.00397,.00397,.00397,.00397,.00397,.00397,.00397,.00397,.00397,.00397	499	.00169	100.00000950	110	16.33079822	0,3e-05,0,0,0,0,0,0,0,0:0,0,0,0,1e-05,0,0,0,0,0:0,2e-05,0,0,0,0,0,0,0,0:0,2e-05,0,0,0,0,0,0,0,0:0,2e-05,0,0,0,0,0,0,0,0:0,3e-05,0,0,1e-05,0,0,0,0,0:0,1e-05,0,0,0,0,0,0,0,0:0,2e-05,0,0,1e-05,0,0,0,0,0:1e-05,2e-05,0,0,0,0,0,0,0,0:1e-05,2e-05,0,0,0,0,0,0,0,0	0.00022,0.001255,5.4e-05,0.000101,0.000277,0.000193,8.2e-05,0.000143,4.5e-05,9e-05	44.29914467,0,37.25470663,21.60961094,30.35825077,33.77838237,45.52742031,46.98585298,57.12345766,46.2968921	1	100	100	1479	12
sim289	0,0,0,1,0	4.95392,4.95392,4.95392,4.95392,4.95392,4.95392,4.95392,4.95392,4.95392,4.95392	1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000	0.000000112305,0.000000112305,0.000000112305,0.000000112305,0.000000112305,0.000000112305,0.000000112305,0.000000112305,0.000000112305,0.000000112305	.02251	.00016,.00016,.00016,.00016,.00016,.00016,.00016,.00016,.00016,.00016	499	.00078	100.00000996	145	23.24813822	0,0,1e-05,7e-05,0,0,0,0,0,0:0,0,1e-05,6e-05,0,0,0,0,0,0:0,1e-05,0,5e-05,0,0,0,0,0,0:0,1e-05,1e-05,0,0,1e-05,0,0,0,0:0,1e-05,1e-05,8e-05,0,0,0,0,0,0:0,0,1e-05,6e-05,0,0,0,0,0,0:0,1e-05,1e-05,7e-05,0,1e-05,0,0,0,0:0,1e-05,1e-05,7e-05,0,1e-05,1e-05,0,1e-05,0:0,1e-05,1e-05,6e-05,0,0,0,1e-05,0,0:0,1e-05,1e-05,7e-05,0,0,0,0,0,0	0.000264,0.000965,0.001517,0.009377,0.000411,0.000763,0.000337,0.000417,0.000306,0.000394	60.84211575,21.31740204,29.39306145,0,52.89637066,43.26509168,54.05442674,56.58508867,32.29547004,28.16809521	1	100	100	11777	121
sim290	0,0,0,1,0	4.52306,4.52306,4.52306,4.52306,4.52306,4.52306,4.52306,4.52306,4.52306,4.52306	1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000	0.000000068117,0.000000068117,0.000000068117,0.000000068117,0.000000068117,0.000000068117,0.000000068117,0.000000068117,0.000000068117,0.000000068117	.01086	.00420,.00420,.00420,.00420,.00420,.00420,.00420,.00420,.00420,.00420	499	.00258	100.00000799	36	18.88566279	0,0,0,0,0,1e-05,0,0,0,1e-05:0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,1e-05,0,0,0,0:0,0,0,0,0,1e-05,0,0,0,0:0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0	4.7e-05,3e-05,7.6e-05,1.4e-05,6.4e-05,0.00012,1.4e-05,5.4e-05,5.5e-05,5.4e-05	44.92828259,37.42440651,22.35358225,55.360953,57.11462282,0,27.2479986,8.7911142,24.33735354,43.73683758	1	100	100	422	5
sim291	0,0,1,0,0	2.66246,2.66246,2.66246,2.66246,2.66246,2.66246,2.66246,2.66246,2.66246,2.66246	1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000	0.000000110731,0.000000110731,0.000000110731,0.000000110731,0.000000110731,0.000000110731,0.000000110731,0.000000110731,0.000000110731,0.000000110731	.03796	.00363,.00363,.00363,.00363,.00363,.00363,.00363,.00363,.00363,.00363	499	.00101	100.00000987	20	17.95254926	0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0:0,1e-05,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0	1.2e-05,0.000373,4e-06,1.7e-05,1.7e-05,1.5e-05,0.00027,5e-06,2e-06,1.3e-05	70.42813948,25.65796192,85.81333847,67.8435127,74.60658837,77.8079759,0,63.52706787,76.39098042,70.75145006	1	100	100	455	4
sim293	0,0,1,0,0	4.09256,4.09256,4.09256,4.09256,4.09256,4.09256,4.09256,4.09256,4.09256,4.09256	1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000	0.000000131043,0.000000131043,0.000000131043,0.000000131043,0.000000131043,0.000000131043,0.000000131043,0.000000131043,0.000000131043,0.000000131043	.02996	.00206,.00206,.00206,.00206,.00206,.00206,.00206,.00206,.00206,.00206	499	.00407	100.00000955	237	15.12798803	0,4e-05,3e-05,3e-05,3e-05,5e-05,3e-05,1e-05,4e-05,5e-05:2e-05,0,2e-05,2e-05,2e-05,7e-05,3e-05,3e-05,4e-05,5e-05:1e-05,2e-05,0,2e-05,3e-05,5e-05,4e-05,1e-05,5e-05,4e-05:2e-05,4e-05,2e-05,0,3e-05,4e-05,3e-05,2e-05,7e-05,4e-05:2e-05,3e-05,3e-05,3e-05,0,6e-05,2e-05,2e-05,6e-05,4e-05:2e-05,4e-05,2e-05,2e-05,2e-05,0,3e-05,2e-05,6e-05,5e-05:2e-05,3e-05,2e-05,2e-05,2e-05,6e-05,0,2e-05,6e-05,4e-05:2e-05,2e-05,2e-05,2e-05,2e-05,4e-05,3e-05,0,5e-05,4e-05:2e-05,3e-05,2e-05,4e-05,2e-05,5e-05,3e-05,2e-05,0,2e-05:2e-05,3e-05,2e-05,2e-05,3e-05,5e-05,4e-05,2e-05,6e-05,0	0.000565,0.001076,0.000726,0.000963,0.000763,0.00165,0.00117,0.000568,0.001713,0.00136	48.7680393,46.25929243,50.9637684,44.75263478,51.57439446,0,37.97136903,36.03556616,22.59523066,5.12288609	1	100	100	7989	85
